epoch,lr,t_l,v_3d,walking3d80,walking3d160,walking3d320,walking3d400,eating3d80,eating3d160,eating3d320,eating3d400,smoking3d80,smoking3d160,smoking3d320,smoking3d400,discussion3d80,discussion3d160,discussion3d320,discussion3d400,directions3d80,directions3d160,directions3d320,directions3d400,greeting3d80,greeting3d160,greeting3d320,greeting3d400,phoning3d80,phoning3d160,phoning3d320,phoning3d400,posing3d80,posing3d160,posing3d320,posing3d400,purchases3d80,purchases3d160,purchases3d320,purchases3d400,sitting3d80,sitting3d160,sitting3d320,sitting3d400,sittingdown3d80,sittingdown3d160,sittingdown3d320,sittingdown3d400,takingphoto3d80,takingphoto3d160,takingphoto3d320,takingphoto3d400,waiting3d80,waiting3d160,waiting3d320,waiting3d400,walkingdog3d80,walkingdog3d160,walkingdog3d320,walkingdog3d400,walkingtogether3d80,walkingtogether3d160,walkingtogether3d320,walkingtogether3d400
1.0,0.0005,22.64537709854341,16.953755728670863,11.55706787109375,20.6175537109375,38.79484558105469,44.35764694213867,10.896389961242676,22.51450538635254,44.35448455810547,52.00359344482422,8.471708297729492,15.99544620513916,27.859556198120117,33.619606018066406,12.303253173828125,26.278911590576172,47.03787612915039,53.99674987792969,14.749212265014648,27.463287353515625,50.67664337158203,62.964637756347656,17.021448135375977,34.88916015625,78.98468017578125,93.12016296386719,13.185571670532227,23.23566436767578,48.00122833251953,55.33977127075195,11.690349578857422,27.03597640991211,68.53180694580078,84.01779174804688,22.996898651123047,44.18571090698242,66.61968994140625,75.26470947265625,12.942981719970703,29.165529251098633,57.80181884765625,68.6175765991211,12.873818397521973,29.15715789794922,59.718414306640625,69.7347640991211,9.174172401428223,19.088573455810547,45.787147521972656,58.96154022216797,11.763261795043945,27.541488647460938,71.12401580810547,90.53250885009766,38.533592224121094,63.9450798034668,110.25234985351562,133.85394287109375,10.331077575683594,22.23310089111328,43.901123046875,54.108116149902344
2.0,0.00048,20.198770359668252,16.771183276777506,11.551908493041992,19.18463897705078,35.20302200317383,40.636634826660156,10.736440658569336,21.667387008666992,43.31964874267578,51.28894805908203,8.603299140930176,15.331137657165527,28.038631439208984,34.151947021484375,12.754337310791016,27.54202651977539,48.303199768066406,53.22621154785156,14.493463516235352,27.70250701904297,52.03468704223633,62.66505432128906,16.303878784179688,33.39556884765625,76.4559097290039,91.36447143554688,13.065445899963379,22.52933120727539,46.552738189697266,53.75834655761719,12.398261070251465,28.28599739074707,70.41260528564453,86.45034790039062,21.317001342773438,41.53639221191406,65.1544189453125,76.02860260009766,12.74972915649414,28.468284606933594,56.4075813293457,66.97369384765625,12.168874740600586,28.70393943786621,59.43937683105469,70.18983459472656,8.978668212890625,19.113922119140625,46.029258728027344,58.91400146484375,11.420923233032227,26.452455520629883,68.55517578125,86.83738708496094,37.0631103515625,62.63518142700195,109.01460266113281,130.26539611816406,10.700801849365234,22.629070281982422,44.70709228515625,54.41770935058594
3.0,0.00048,19.549202652388452,16.22549353634276,11.235651016235352,20.50419044494629,37.022926330566406,42.13585662841797,9.986248016357422,21.58527374267578,42.19034957885742,49.935543060302734,7.519169807434082,13.666969299316406,24.577932357788086,29.37909698486328,11.455010414123535,24.698986053466797,43.542198181152344,49.000946044921875,14.256365776062012,27.658761978149414,55.42210006713867,65.48292541503906,16.505414962768555,32.7613525390625,72.89164733886719,88.10105895996094,12.808588981628418,22.698291778564453,45.536582946777344,51.959144592285156,11.543977737426758,27.037763595581055,69.11825561523438,85.24383544921875,22.01816177368164,42.377166748046875,65.29359436035156,74.65010070800781,11.790987014770508,26.816471099853516,53.43007278442383,63.88634490966797,12.035686492919922,27.698776245117188,58.36035919189453,68.66179656982422,8.434268951416016,18.433204650878906,46.189674377441406,58.573280334472656,11.201347351074219,24.694499969482422,64.9100341796875,83.47154235839844,36.98712921142578,63.1690788269043,109.72905731201172,130.25433349609375,10.716999053955078,21.720352172851562,42.82610321044922,53.58781814575195
4.0,0.0004608,19.105765659993608,15.885482852198496,10.273460388183594,18.2866268157959,34.107032775878906,38.22828674316406,9.353647232055664,20.193740844726562,40.53911209106445,49.21244812011719,7.987865447998047,14.911297798156738,25.53983497619629,29.947233200073242,12.019612312316895,26.291584014892578,46.81634521484375,52.309688568115234,14.734813690185547,27.39063262939453,49.63640213012695,60.64324188232422,16.063905715942383,32.203895568847656,73.30325317382812,88.72042083740234,11.843864440917969,21.238967895507812,42.94267654418945,48.88859558105469,11.03325080871582,26.32232093811035,67.83224487304688,83.04541015625,21.720523834228516,41.63768768310547,63.22591781616211,71.40682983398438,11.751944541931152,26.387300491333008,52.30659484863281,63.572349548339844,12.055233001708984,28.570350646972656,60.88111114501953,71.75228881835938,8.197395324707031,18.090877532958984,45.637176513671875,58.43199920654297,10.969694137573242,24.57451629638672,65.85606384277344,84.68698120117188,35.661624908447266,60.41705322265625,103.98516845703125,124.61018371582031,9.182543754577637,19.69598388671875,38.15214538574219,48.0218620300293
5.0,0.0004608,18.811228524182717,15.53783728709074,10.14267349243164,18.356245040893555,33.59075164794922,38.438499450683594,9.517999649047852,20.526809692382812,40.87983703613281,49.00110626220703,7.3712053298950195,14.015588760375977,24.87668228149414,29.386394500732422,11.35150146484375,25.32733726501465,45.9672966003418,50.985023498535156,13.947463989257812,26.101186752319336,51.306549072265625,62.12017822265625,15.949167251586914,31.70661163330078,73.92202758789062,90.04119873046875,12.253246307373047,21.470212936401367,43.00413513183594,49.119754791259766,10.475397109985352,25.631425857543945,67.69688415527344,83.47853088378906,20.81804084777832,40.860897064208984,63.413352966308594,71.48995208740234,11.468957901000977,25.497020721435547,51.44698715209961,62.57587432861328,11.815110206604004,29.226163864135742,60.19258117675781,70.81919860839844,8.004594802856445,17.668378829956055,44.43091583251953,57.2452392578125,10.326820373535156,23.366024017333984,63.41553497314453,82.00271606445312,34.05855178833008,59.43495559692383,102.50559997558594,121.49017333984375,9.02461051940918,19.544418334960938,38.67524337768555,47.97053527832031
6.0,0.00044236799999999995,18.573578348524727,15.463385148676169,10.030915260314941,17.466093063354492,31.47947883605957,34.69330978393555,9.136061668395996,19.37721061706543,38.976600646972656,46.885135650634766,7.682058811187744,14.213950157165527,24.802173614501953,29.749393463134766,10.985925674438477,24.649456024169922,45.60614013671875,50.8074951171875,14.05981731414795,27.103857040405273,52.42522430419922,62.821048736572266,15.538156509399414,30.91451644897461,71.34716796875,85.6383056640625,11.776800155639648,20.713228225708008,41.251625061035156,47.14659881591797,10.954853057861328,26.06780242919922,67.00939178466797,82.35368347167969,21.078475952148438,40.535011291503906,63.960838317871094,71.69702911376953,11.452563285827637,25.948671340942383,51.512298583984375,62.11382293701172,11.48218059539795,28.47477149963379,58.92644119262695,70.04331970214844,7.977140426635742,17.57978057861328,44.81049346923828,57.733917236328125,10.455461502075195,23.81088638305664,62.146263122558594,80.43074035644531,34.245670318603516,60.62417221069336,105.31295776367188,125.69387817382812,9.229330062866211,19.533266067504883,37.55083465576172,46.057884216308594
7.0,0.00044236799999999995,18.40402540326072,15.769544379183559,10.118013381958008,17.859933853149414,31.4754638671875,36.48576354980469,9.553756713867188,20.133869171142578,40.60966110229492,48.751800537109375,7.927829742431641,14.427937507629395,26.035799026489258,30.979740142822266,10.91862678527832,24.70323371887207,45.385826110839844,50.19001007080078,14.946073532104492,28.095367431640625,52.652584075927734,62.36240005493164,16.41217613220215,32.04602813720703,74.03863525390625,89.28899383544922,11.880106925964355,21.51352882385254,41.98474884033203,47.90065002441406,11.20750904083252,26.522098541259766,68.96068572998047,84.93952178955078,21.600391387939453,41.87593078613281,64.80538940429688,72.33077239990234,11.575284004211426,26.09717559814453,51.70947265625,62.46645736694336,12.616704940795898,30.09977149963379,61.593990325927734,72.80912017822266,8.235060691833496,17.774085998535156,45.632545471191406,58.38884735107422,10.96498966217041,24.114742279052734,62.160037994384766,80.09333801269531,34.35340881347656,59.996734619140625,102.50169372558594,121.88959503173828,9.533528327941895,20.211366653442383,38.64258575439453,47.74982452392578
8.0,0.00042467327999999994,18.23451525460176,15.490471907757243,10.311722755432129,18.601863861083984,32.712799072265625,36.61737060546875,9.110937118530273,19.484277725219727,39.98158645629883,48.0821418762207,7.405619144439697,13.632156372070312,24.717267990112305,29.055160522460938,10.821853637695312,23.87259864807129,43.44206237792969,48.46295928955078,13.987350463867188,25.99174690246582,51.722896575927734,61.82331085205078,15.139636993408203,30.361629486083984,71.26373291015625,85.59111785888672,12.267032623291016,20.917314529418945,41.107154846191406,47.22534942626953,10.58381175994873,25.256103515625,66.7535400390625,82.30619812011719,20.553966522216797,40.244361877441406,65.16059112548828,74.69115447998047,11.381392478942871,26.18714141845703,51.534515380859375,62.18247985839844,11.361228942871094,27.93608856201172,57.727264404296875,68.6297836303711,7.707477569580078,16.98590850830078,44.444419860839844,56.88787078857422,9.976301193237305,22.719995498657227,59.84463119506836,77.87387084960938,32.99512481689453,58.35889434814453,105.24315643310547,126.08031463623047,9.298518180847168,18.949861526489258,37.26926803588867,47.26604461669922
9.0,0.00042467327999999994,18.114144257462918,15.398547665678821,10.354991912841797,18.786291122436523,33.216915130615234,37.55025100708008,9.22215461730957,19.813236236572266,40.492431640625,48.02728271484375,7.960212230682373,14.036602973937988,24.07720184326172,28.82068634033203,11.557966232299805,25.244903564453125,44.11652374267578,48.117591857910156,13.677003860473633,26.124168395996094,51.23490524291992,61.75813674926758,15.791094779968262,31.374069213867188,71.49960327148438,85.15023803710938,12.084836959838867,21.548465728759766,42.3597297668457,47.827266693115234,10.978178024291992,25.835962295532227,66.88435363769531,82.9131851196289,20.520715713500977,39.697628021240234,62.65960693359375,72.21290588378906,11.34110164642334,25.533737182617188,50.086891174316406,60.46076965332031,11.610050201416016,27.595752716064453,58.27269744873047,69.66095733642578,8.094259262084961,18.307706832885742,46.29180908203125,58.75347137451172,10.447797775268555,22.973039627075195,58.72209167480469,76.06498718261719,33.92573165893555,59.63714599609375,102.30027770996094,121.57234191894531,9.917893409729004,19.879100799560547,37.28791809082031,45.57160949707031
10.0,0.00040768634879999994,17.984647615246708,15.594540569829006,9.979159355163574,18.134258270263672,31.739700317382812,34.895023345947266,9.093369483947754,19.9941463470459,40.04383087158203,48.26362228393555,7.635169982910156,14.066047668457031,24.10687255859375,28.946094512939453,11.591690063476562,25.2034912109375,45.356510162353516,49.904022216796875,14.03921890258789,27.075641632080078,52.990997314453125,62.77981185913086,15.888696670532227,31.775829315185547,71.75102233886719,84.97221374511719,11.713926315307617,20.661231994628906,38.60749816894531,43.56977462768555,10.89491081237793,25.850547790527344,67.25244140625,83.00111389160156,20.72223663330078,40.41017532348633,65.38301849365234,74.89385986328125,11.693458557128906,25.181495666503906,49.401397705078125,60.014976501464844,11.757623672485352,28.979904174804688,61.20511245727539,72.76239013671875,8.152326583862305,17.996902465820312,45.96539306640625,58.503902435302734,10.75383186340332,23.321367263793945,58.1436767578125,75.99229431152344,33.36487579345703,59.10533142089844,102.59425354003906,123.52751922607422,10.040449142456055,20.159814834594727,37.63062286376953,47.222618103027344
11.0,0.00040768634879999994,17.892564402994537,15.268633175163377,9.793220520019531,16.9136962890625,29.417139053344727,32.60955810546875,9.032147407531738,19.302928924560547,39.76268005371094,47.6062126159668,7.402202129364014,13.34677505493164,23.950647354125977,28.916927337646484,11.399541854858398,24.982349395751953,44.387245178222656,48.94771194458008,13.4486665725708,25.16866683959961,49.945858001708984,60.58914566040039,15.009559631347656,29.557758331298828,68.22056579589844,82.6162109375,11.766947746276855,20.04016876220703,39.41117858886719,45.56582260131836,10.429388046264648,25.076412200927734,66.00155639648438,81.4381103515625,20.679903030395508,39.889007568359375,64.77299499511719,75.26481628417969,11.326208114624023,24.98898696899414,48.62788391113281,59.05622482299805,11.210365295410156,27.641382217407227,58.18452835083008,69.3819580078125,7.8459625244140625,17.731700897216797,45.03276062011719,57.45165252685547,10.20644760131836,23.193084716796875,59.98435974121094,77.86308288574219,33.53306198120117,59.111846923828125,101.20623779296875,121.18367004394531,9.333144187927246,19.68096160888672,37.41728210449219,46.22439956665039
12.0,0.0003913788948479999,17.799385877344367,15.2131581399955,9.480615615844727,17.040447235107422,31.541301727294922,35.520721435546875,8.882036209106445,19.19043731689453,38.89732360839844,46.88336944580078,7.6490044593811035,14.22602653503418,24.594562530517578,29.50286102294922,11.38924789428711,25.269269943237305,44.324913024902344,48.095977783203125,13.60998821258545,25.511539459228516,50.89111328125,61.03413391113281,15.388492584228516,31.251161575317383,72.15135192871094,86.74197387695312,11.446989059448242,20.943622589111328,40.61229705810547,46.2017936706543,10.76294994354248,26.064565658569336,66.63721466064453,81.7782211303711,20.26337242126465,39.171993255615234,62.45137023925781,70.77314758300781,11.135087966918945,25.22657585144043,49.599212646484375,59.84073257446289,11.2634916305542,28.081096649169922,58.52091598510742,69.38167572021484,7.8292036056518555,17.30419158935547,44.61297607421875,57.29714584350586,10.330915451049805,22.595130920410156,58.337669372558594,75.2677001953125,33.246891021728516,58.61212921142578,99.67512512207031,119.8680191040039,9.72269344329834,20.094772338867188,38.36402893066406,47.777610778808594
13.0,0.0003913788948479999,17.727755644951635,15.30094112268015,9.646688461303711,17.11707878112793,31.277015686035156,35.10581588745117,8.91457748413086,19.128883361816406,39.42465591430664,48.01620101928711,8.00050163269043,14.76806926727295,25.381603240966797,29.811288833618164,11.114234924316406,24.238779067993164,42.52928161621094,46.75189971923828,13.569625854492188,24.80425262451172,49.935302734375,60.46336364746094,15.828775405883789,31.33563232421875,72.9172592163086,88.0121841430664,11.991634368896484,20.78972053527832,39.87568664550781,45.692779541015625,11.068428039550781,26.384735107421875,66.46332550048828,81.5362548828125,20.682418823242188,39.806827545166016,63.48503112792969,73.3817367553711,11.788002014160156,26.391742706298828,51.89637756347656,62.607479095458984,12.11772346496582,28.79671287536621,59.407875061035156,70.75475311279297,8.07443904876709,17.67662239074707,43.80986022949219,55.888057708740234,10.278727531433105,22.79183578491211,57.04787826538086,73.78803253173828,33.58919906616211,59.852577209472656,103.57577514648438,123.52124786376953,10.471363067626953,21.056875228881836,37.47063446044922,46.12969970703125
14.0,0.0003757237390540799,17.650255785974522,15.25848991971056,10.238288879394531,18.173763275146484,31.903305053710938,35.46074295043945,9.559013366699219,20.097999572753906,40.5733642578125,48.52880859375,7.785887241363525,14.995288848876953,26.42327880859375,30.869632720947266,10.360198974609375,23.448762893676758,41.75547790527344,45.60693359375,13.865368843078613,25.495695114135742,50.35639190673828,60.85444259643555,15.481050491333008,31.35813331604004,73.73429870605469,88.67565155029297,12.105289459228516,20.533504486083984,40.91700744628906,47.21556091308594,10.632104873657227,25.300670623779297,64.86119079589844,80.07534790039062,20.733749389648438,40.116294860839844,64.12150573730469,73.85936737060547,11.202812194824219,24.938899993896484,49.3934326171875,59.859893798828125,11.928618431091309,28.85207748413086,59.10453796386719,70.28990173339844,8.300525665283203,17.689058303833008,43.56578063964844,55.54767990112305,10.164071083068848,21.801315307617188,58.454490661621094,76.09639739990234,32.01237487792969,56.87953186035156,98.89971923828125,120.03984069824219,8.914190292358398,18.178447723388672,36.31388854980469,46.72681427001953
15.0,0.0003757237390540799,17.59112996549833,14.920505569094704,9.692499160766602,17.10664176940918,31.635671615600586,34.80210876464844,9.479999542236328,19.442829132080078,39.71113204956055,47.748191833496094,7.45458984375,13.374220848083496,23.208438873291016,27.788284301757812,10.441987991333008,23.909669876098633,43.077239990234375,46.70616149902344,13.039848327636719,24.06350326538086,48.91875457763672,59.52824401855469,14.280067443847656,28.453102111816406,68.75907897949219,83.97805786132812,11.715280532836914,19.630037307739258,38.70564651489258,44.68074035644531,9.980636596679688,24.944143295288086,65.43819427490234,80.36978149414062,20.169836044311523,39.28485870361328,63.012630462646484,73.86563110351562,10.78076171875,24.63051986694336,49.610877990722656,60.52589416503906,11.909910202026367,28.654987335205078,57.78357696533203,68.42422485351562,7.795748233795166,17.07249641418457,43.552635192871094,55.650840759277344,9.648687362670898,21.88180923461914,56.85724639892578,74.62427520751953,32.643680572509766,57.545875549316406,99.77532196044922,119.28091430664062,8.696134567260742,18.02507209777832,36.56138610839844,46.99019241333008
16.0,0.00036069478949191667,17.518082113382686,15.14119975413261,9.81235408782959,17.69796371459961,31.11402130126953,35.055137634277344,8.72183609008789,18.90991973876953,39.144248962402344,47.121192932128906,7.885970592498779,14.241079330444336,24.083171844482422,29.139375686645508,11.561614990234375,24.74483299255371,44.170753479003906,48.68462371826172,13.642396926879883,25.593008041381836,52.76670837402344,64.27117919921875,15.648653984069824,30.62726402282715,71.27360534667969,85.91673278808594,11.978910446166992,21.5108642578125,41.879554748535156,47.32017517089844,10.639341354370117,25.32940673828125,65.70904541015625,80.99002075195312,21.3544979095459,40.68738555908203,64.34864807128906,73.5023422241211,11.298351287841797,25.31942367553711,50.056121826171875,60.513710021972656,11.78818130493164,28.475265502929688,59.40798568725586,70.893798828125,8.14508056640625,17.19534683227539,43.78988265991211,56.16545867919922,10.542914390563965,23.17650032043457,59.70606994628906,78.20440673828125,33.810699462890625,59.63105010986328,100.49908447265625,119.60440063476562,10.165639877319336,20.39626693725586,36.94795608520508,46.48265075683594
17.0,0.00036069478949191667,17.469390289467825,14.983757276561748,9.521557807922363,16.716726303100586,30.767709732055664,34.86512756347656,9.05622386932373,19.15258026123047,38.4931526184082,46.00367736816406,7.738924026489258,13.762945175170898,24.233577728271484,29.657730102539062,11.291266441345215,24.895381927490234,43.794349670410156,47.34363555908203,13.070327758789062,24.2191162109375,48.980613708496094,59.68377685546875,15.061290740966797,29.83100128173828,69.69176483154297,84.34750366210938,11.430651664733887,19.96630096435547,39.538455963134766,44.835838317871094,10.329795837402344,25.20571517944336,66.2537612915039,81.91966247558594,20.428909301757812,39.18144226074219,61.760833740234375,69.70277404785156,11.346449851989746,25.74127960205078,50.61796188354492,60.73762512207031,11.57886028289795,29.06407928466797,59.67145919799805,70.33731842041016,7.828946113586426,17.045202255249023,44.560508728027344,56.91565704345703,9.956077575683594,22.433307647705078,58.08892822265625,75.81827545166016,32.67388916015625,57.315887451171875,98.74641418457031,118.60137939453125,9.553047180175781,19.404050827026367,36.311405181884766,44.47236633300781
18.0,0.00034626699791224,17.413149942145548,15.06882527348708,10.050222396850586,17.70833396911621,30.91257095336914,34.64154052734375,8.957860946655273,19.479591369628906,40.490806579589844,48.17827224731445,7.791906356811523,14.138472557067871,24.61526870727539,29.450162887573242,10.919739723205566,24.27978515625,43.05073165893555,46.708648681640625,13.522618293762207,24.963685989379883,50.42881774902344,61.29029083251953,15.416705131530762,30.2652530670166,70.97236633300781,86.9803466796875,12.036881446838379,20.45435333251953,39.68376159667969,45.4721565246582,10.533380508422852,25.3407039642334,65.43290710449219,80.81090545654297,20.036306381225586,38.479732513427734,62.855751037597656,72.98481750488281,11.36377239227295,25.96393585205078,50.41930389404297,61.102142333984375,11.647845268249512,29.049102783203125,61.195411682128906,72.26329803466797,7.692660808563232,16.897342681884766,43.164886474609375,55.276466369628906,9.783296585083008,21.648983001708984,56.3930778503418,73.79923248291016,33.804466247558594,59.10362243652344,101.92095184326172,122.01736450195312,9.419628143310547,18.765779495239258,36.60675811767578,45.64152526855469
19.0,0.00034626699791224,17.3773685001769,15.045982737501129,9.673046112060547,16.655424118041992,29.22220230102539,32.25147247314453,9.494650840759277,20.370460510253906,40.194149017333984,47.91300964355469,7.544265270233154,13.893253326416016,24.48688316345215,28.881664276123047,9.606149673461914,21.7633113861084,39.70212173461914,44.04487991333008,13.279897689819336,24.868576049804688,49.308074951171875,59.68573760986328,15.429471969604492,30.588560104370117,71.18035888671875,86.85271453857422,11.579744338989258,19.239261627197266,38.55941390991211,44.12599182128906,10.315519332885742,25.19556427001953,65.0190200805664,80.07843017578125,19.965492248535156,38.94930648803711,63.05333709716797,73.03995513916016,11.134961128234863,24.8463134765625,49.15151596069336,60.04386901855469,11.852264404296875,28.995361328125,58.76323699951172,69.39269256591797,7.838503360748291,17.299789428710938,43.34927749633789,55.4329833984375,9.447606086730957,21.75448226928711,58.26469421386719,75.95956420898438,32.40177917480469,56.81976318359375,96.6158676147461,116.85456848144531,9.658866882324219,19.919090270996094,38.01860046386719,46.824951171875
