epoch,lr,t_l,v_3d,walking3d80,walking3d160,walking3d320,walking3d400,walking3d560,walking3d1000,eating3d80,eating3d160,eating3d320,eating3d400,eating3d560,eating3d1000,smoking3d80,smoking3d160,smoking3d320,smoking3d400,smoking3d560,smoking3d1000,discussion3d80,discussion3d160,discussion3d320,discussion3d400,discussion3d560,discussion3d1000,directions3d80,directions3d160,directions3d320,directions3d400,directions3d560,directions3d1000,greeting3d80,greeting3d160,greeting3d320,greeting3d400,greeting3d560,greeting3d1000,phoning3d80,phoning3d160,phoning3d320,phoning3d400,phoning3d560,phoning3d1000,posing3d80,posing3d160,posing3d320,posing3d400,posing3d560,posing3d1000,purchases3d80,purchases3d160,purchases3d320,purchases3d400,purchases3d560,purchases3d1000,sitting3d80,sitting3d160,sitting3d320,sitting3d400,sitting3d560,sitting3d1000,sittingdown3d80,sittingdown3d160,sittingdown3d320,sittingdown3d400,sittingdown3d560,sittingdown3d1000,takingphoto3d80,takingphoto3d160,takingphoto3d320,takingphoto3d400,takingphoto3d560,takingphoto3d1000,waiting3d80,waiting3d160,waiting3d320,waiting3d400,waiting3d560,waiting3d1000,walkingdog3d80,walkingdog3d160,walkingdog3d320,walkingdog3d400,walkingdog3d560,walkingdog3d1000,walkingtogether3d80,walkingtogether3d160,walkingtogether3d320,walkingtogether3d400,walkingtogether3d560,walkingtogether3d1000
1.0,0.0005,43.054364154086336,34.7891465921464,13.141386032104492,23.660125732421875,38.624183654785156,42.60902786254883,48.3052978515625,63.594078063964844,9.265392303466797,21.19350814819336,38.830780029296875,44.77040100097656,58.25591278076172,83.91270446777344,6.1919121742248535,14.093772888183594,32.453338623046875,40.560848236083984,53.993072509765625,68.95098876953125,13.963299751281738,31.41606903076172,64.58625793457031,77.99630737304688,92.83920288085938,114.1722412109375,12.117301940917969,26.04840850830078,45.5664176940918,53.90029525756836,61.98828125,96.2561264038086,12.204728126525879,27.38273811340332,57.55612564086914,64.47174072265625,83.44633483886719,139.85641479492188,13.277265548706055,29.57209587097168,60.329071044921875,69.2216796875,85.96659851074219,147.44061279296875,16.186246871948242,39.019981384277344,95.35530853271484,134.46292114257812,192.1206512451172,230.26126098632812,18.37633514404297,39.43291473388672,76.24722290039062,88.32420349121094,98.72508239746094,111.24263000488281,7.294268608093262,18.346717834472656,35.58955001831055,40.945438385009766,55.82125473022461,83.18767547607422,13.296483993530273,26.435009002685547,49.81166076660156,74.97883605957031,95.09748840332031,114.24764251708984,10.968314170837402,24.402233123779297,46.82122802734375,55.41972732543945,66.07989501953125,88.600830078125,17.175006866455078,36.09294509887695,83.50469970703125,104.64942932128906,122.63748168945312,113.16307067871094,24.722068786621094,48.028289794921875,105.87718200683594,110.84225463867188,110.3715591430664,145.2144775390625,12.508426666259766,28.334583282470703,50.30529022216797,57.1072998046875,70.29100036621094,73.33316040039062
2.0,0.00048,39.45040160169287,33.467638996590416,13.172443389892578,24.351749420166016,38.672698974609375,41.99076843261719,45.836517333984375,54.84349822998047,8.39949893951416,19.90453338623047,36.079471588134766,41.45912170410156,55.18369674682617,83.43106079101562,6.060495853424072,13.621952056884766,31.656341552734375,40.04259490966797,53.4713134765625,69.45216369628906,13.223998069763184,31.10875701904297,67.32951354980469,80.94081115722656,92.93656921386719,110.84922790527344,11.503923416137695,25.25887680053711,44.80968475341797,51.78563690185547,58.290977478027344,92.53376770019531,12.529182434082031,28.35300064086914,56.40215301513672,64.80068969726562,83.35102844238281,142.54544067382812,11.680340766906738,26.942893981933594,55.22133255004883,63.393253326416016,80.75782012939453,141.37332153320312,14.025308609008789,33.295223236083984,83.87351989746094,121.06986236572266,177.60647583007812,216.79461669921875,17.787235260009766,38.82773208618164,74.5855941772461,86.31383514404297,97.68426513671875,112.69031524658203,7.185781478881836,18.241336822509766,35.76605987548828,42.137939453125,57.72810363769531,86.18479919433594,14.571816444396973,23.040945053100586,45.394989013671875,79.52009582519531,99.71192932128906,119.02342224121094,10.295215606689453,22.770811080932617,44.20756149291992,53.057456970214844,64.2636489868164,88.43746948242188,15.50195598602295,33.29320526123047,78.5949935913086,99.55833435058594,119.1448974609375,112.6214599609375,23.624874114990234,44.752227783203125,94.14016723632812,97.51863861083984,102.65324401855469,145.22201538085938,11.221057891845703,25.486736297607422,46.93598556518555,55.119544982910156,71.97413635253906,72.14579772949219
3.0,0.00048,38.46099492628836,32.7310156821515,12.997427940368652,23.65382194519043,37.6553955078125,40.53351593017578,43.366241455078125,54.23274612426758,8.639960289001465,19.988887786865234,35.8157958984375,40.48336410522461,53.87788009643555,82.61795043945312,5.929550647735596,13.610054016113281,32.406982421875,40.92277908325195,53.85111999511719,70.11900329589844,12.84028434753418,29.639387130737305,63.58369445800781,76.57051849365234,88.15335845947266,108.72309875488281,11.598329544067383,25.017515182495117,42.71119689941406,48.850921630859375,56.76560974121094,90.21070098876953,12.287799835205078,28.640235900878906,61.59625244140625,71.04116821289062,89.25518798828125,146.6707000732422,11.752652168273926,26.89590072631836,54.91770935058594,61.77467346191406,75.0536880493164,135.41464233398438,14.759658813476562,35.312583923339844,86.92816162109375,123.24374389648438,176.10977172851562,216.98190307617188,18.35393524169922,39.633018493652344,76.09929656982422,88.25324249267578,98.14742279052734,109.13421630859375,7.107516288757324,18.39824104309082,38.063350677490234,44.452613830566406,59.62818908691406,84.83333587646484,15.191506385803223,21.267593383789062,45.55183410644531,82.48420715332031,101.5396728515625,119.87602233886719,10.619453430175781,23.469099044799805,46.89666748046875,57.12168884277344,70.15778350830078,93.74614715576172,15.941983222961426,33.69763946533203,78.73416900634766,99.46528625488281,118.2147445678711,111.58504486083984,23.05310821533203,44.05646514892578,92.92700958251953,97.16560363769531,103.92985534667969,144.68287658691406,11.156168937683105,25.1649227142334,46.16974639892578,55.13569641113281,72.10259246826172,73.81217956542969
4.0,0.0004608,37.87372878831994,32.30824008287939,12.030759811401367,21.3328800201416,33.72723388671875,36.05125045776367,42.41233825683594,51.55937576293945,8.643253326416016,20.058635711669922,34.579795837402344,39.45105743408203,53.1495246887207,80.88716888427734,5.796224117279053,13.37089729309082,31.496694564819336,40.06574249267578,52.909271240234375,68.8603515625,12.832855224609375,29.892066955566406,64.101318359375,77.13822174072266,86.63170623779297,106.14022827148438,11.249298095703125,24.640336990356445,42.07524871826172,47.675045013427734,54.931976318359375,86.55579376220703,11.727655410766602,26.810161590576172,56.1945915222168,65.27584838867188,84.94721984863281,144.63088989257812,11.141115188598633,25.647716522216797,52.177433013916016,59.76118087768555,75.26082611083984,134.98995971679688,14.69173812866211,35.21263122558594,88.90260314941406,126.77811431884766,179.64044189453125,216.496826171875,17.64153480529785,37.49123001098633,72.39080047607422,84.40740203857422,94.31865692138672,106.89364624023438,6.910134315490723,18.720561981201172,36.69618225097656,41.669307708740234,54.77516174316406,81.79655456542969,15.182661056518555,20.433944702148438,44.3494873046875,83.78944396972656,102.33139038085938,119.95761108398438,10.371014595031738,23.160015106201172,45.648094177246094,55.560848236083984,67.64360809326172,92.23249816894531,16.248754501342773,34.98305892944336,82.55853271484375,104.00863647460938,122.2101058959961,111.17414855957031,23.696125030517578,43.648685455322266,89.77471160888672,93.85096740722656,97.67440795898438,138.98484802246094,10.709211349487305,25.375896453857422,46.629783630371094,53.88673782348633,68.66143798828125,71.88279724121094
5.0,0.0004608,37.497244529486224,32.20521128468986,11.75503921508789,21.779129028320312,35.45030975341797,37.410987854003906,42.54225540161133,55.16646194458008,7.960758209228516,18.480499267578125,33.05458068847656,39.36864471435547,54.547672271728516,81.63484954833984,5.909453868865967,13.379240036010742,31.974397659301758,41.189083099365234,54.295875549316406,69.89222717285156,12.564845085144043,30.9633846282959,66.07966613769531,79.19434356689453,88.20304107666016,106.83958435058594,10.371244430541992,23.924476623535156,42.28002166748047,48.01802062988281,56.48741149902344,87.08309936523438,11.691256523132324,27.197649002075195,58.780914306640625,69.25636291503906,89.28636169433594,146.07022094726562,11.000127792358398,25.676433563232422,52.915470123291016,60.76716613769531,74.81376647949219,130.54302978515625,13.67397403717041,33.19513702392578,83.56367492675781,118.44495391845703,172.08413696289062,212.67218017578125,18.328399658203125,39.24534606933594,75.4900131225586,87.37351989746094,97.34429931640625,109.2369613647461,7.154032230377197,19.163761138916016,39.5479736328125,46.585670471191406,62.28136444091797,87.6679458618164,14.023229598999023,22.255775451660156,43.739505767822266,81.93971252441406,100.98922729492188,119.97103881835938,10.980672836303711,24.759681701660156,50.426856994628906,61.900291442871094,75.1896743774414,98.76553344726562,15.17809009552002,32.927223205566406,78.0272216796875,98.93952178955078,117.43048095703125,107.25513458251953,21.8659725189209,43.1609992980957,89.09884643554688,93.37124633789062,102.00184631347656,134.9700927734375,10.75204849243164,25.0886173248291,44.65994644165039,51.702430725097656,64.71246337890625,71.34124755859375
6.0,0.00044236799999999995,37.214696901659885,32.10215974809118,11.87655258178711,21.017642974853516,34.24479293823242,36.771663665771484,42.70061492919922,50.64044952392578,8.363441467285156,18.97602081298828,33.38721466064453,39.946739196777344,54.74677276611328,80.6690444946289,5.598889350891113,12.701149940490723,31.799440383911133,41.41415023803711,54.611717224121094,70.9428482055664,12.422430038452148,31.008399963378906,67.09041595458984,80.1641616821289,88.4461669921875,105.76176452636719,10.197957992553711,23.63762092590332,43.01152038574219,49.73351287841797,59.008766174316406,89.92191314697266,11.577530860900879,27.878582000732422,61.54411315917969,71.46205139160156,91.02049255371094,151.30331420898438,10.951669692993164,25.43852424621582,51.88121795654297,59.821163177490234,73.45429992675781,133.21685791015625,12.92142391204834,30.544485092163086,80.92220306396484,117.08080291748047,171.88902282714844,209.0936279296875,18.408315658569336,39.85450744628906,77.49105834960938,89.50762176513672,99.23915100097656,114.55661010742188,6.741787910461426,18.671504974365234,38.89934539794922,46.71026611328125,63.749725341796875,90.93827819824219,14.003793716430664,21.737424850463867,44.73839569091797,84.55622100830078,103.39662170410156,122.08589172363281,10.455435752868652,23.787288665771484,47.852294921875,58.58688735961914,72.12632751464844,96.91658020019531,14.580327987670898,32.288108825683594,77.89641571044922,98.74256896972656,116.92556762695312,107.60694885253906,22.86652374267578,43.414485931396484,88.7552490234375,92.42300415039062,95.16438293457031,134.55227661132812,11.087759017944336,26.116411209106445,46.89478302001953,54.23171615600586,67.12593841552734,73.81844329833984
7.0,0.00044236799999999995,36.981994313115294,31.884342066722766,11.559818267822266,21.368274688720703,33.65055465698242,35.851898193359375,40.819026947021484,49.3125114440918,7.630252838134766,17.868371963500977,30.734699249267578,37.122962951660156,52.610191345214844,79.99642181396484,5.890087127685547,13.172636032104492,32.70882797241211,42.80561065673828,56.36428451538086,71.80313110351562,12.178386688232422,30.509620666503906,65.97156524658203,78.6941146850586,87.14166259765625,105.29083251953125,10.043840408325195,23.17664337158203,42.25961685180664,48.54794692993164,58.74162292480469,91.14490509033203,11.53923511505127,28.079818725585938,62.26850891113281,72.58466339111328,92.14885711669922,147.26963806152344,10.598703384399414,25.256816864013672,52.10245895385742,59.85589599609375,75.75837707519531,133.44664001464844,12.826102256774902,29.937580108642578,77.68854522705078,112.87262725830078,167.56948852539062,206.23904418945312,17.385005950927734,38.2435302734375,75.36715698242188,87.59486389160156,97.57937622070312,110.70802307128906,6.611123561859131,18.524110794067383,39.47663879394531,47.480133056640625,64.24676513671875,91.82907104492188,13.659183502197266,22.727188110351562,47.28031921386719,85.51248168945312,104.17625427246094,123.95065307617188,10.387004852294922,23.579456329345703,48.64278793334961,60.136627197265625,74.25762939453125,97.9253158569336,14.682944297790527,31.439218521118164,75.99714660644531,97.13688659667969,116.66201782226562,104.2956314086914,22.595401763916016,41.990318298339844,87.15771484375,92.35504150390625,99.0193862915039,130.92674255371094,10.684374809265137,25.220687866210938,45.51222229003906,53.28631591796875,66.89044189453125,74.69783020019531
8.0,0.00042467327999999994,36.80075451431944,31.756897482110034,11.504289627075195,20.390777587890625,32.91252136230469,34.316070556640625,40.247737884521484,52.39925765991211,8.210158348083496,19.131427764892578,34.13097381591797,40.069366455078125,54.48988342285156,80.84651947021484,5.874475002288818,13.180947303771973,31.039459228515625,39.50669479370117,52.37678909301758,67.78974151611328,12.718735694885254,31.213823318481445,67.03092956542969,80.1078872680664,88.74935150146484,104.49124908447266,10.741979598999023,23.946760177612305,41.707794189453125,48.336402893066406,56.40153503417969,86.83323669433594,11.504985809326172,26.61187744140625,59.51891326904297,70.05216979980469,90.62631225585938,147.54258728027344,10.688106536865234,24.6572265625,51.629066467285156,59.89244079589844,76.51516723632812,134.18826293945312,14.22801685333252,33.28144073486328,82.27314758300781,118.68001556396484,170.38726806640625,208.4484100341797,17.503520965576172,37.10619354248047,72.93314361572266,85.3506088256836,95.02405548095703,107.66700744628906,6.789118766784668,18.209867477416992,36.954872131347656,42.961936950683594,57.8521614074707,83.9815673828125,14.79150390625,21.212629318237305,46.14502716064453,83.43635559082031,101.5057601928711,121.27755737304688,10.377490997314453,23.469112396240234,48.028526306152344,59.05482864379883,71.72169494628906,96.22415924072266,15.966658592224121,33.76841735839844,79.24010467529297,100.36347961425781,118.53285217285156,107.22025299072266,20.91136932373047,42.059783935546875,88.31526184082031,94.26388549804688,103.19287109375,134.6668243408203,10.840194702148438,24.892353057861328,44.03014373779297,51.648109436035156,65.44361114501953,73.34416961669922
9.0,0.00042467327999999994,36.611196387228205,31.60231801803269,11.0269193649292,19.46011734008789,32.116233825683594,35.00983810424805,39.90413284301758,52.17017364501953,7.872331619262695,17.987497329711914,32.13747024536133,38.48988723754883,53.78385925292969,81.35285186767578,5.586600303649902,12.705093383789062,31.137500762939453,40.484073638916016,53.85556411743164,69.3603286743164,11.967840194702148,29.259572982788086,63.460052490234375,76.23420715332031,86.21195983886719,105.4263916015625,10.087678909301758,22.630096435546875,40.440635681152344,47.088958740234375,56.064109802246094,88.52769470214844,11.682652473449707,26.810283660888672,58.66285705566406,68.54161071777344,88.08416748046875,144.8525390625,10.27236270904541,24.580604553222656,51.470130920410156,58.93720245361328,73.05270385742188,132.43638610839844,13.080445289611816,30.11766815185547,79.8306884765625,115.39097595214844,168.05999755859375,204.95785522460938,18.001272201538086,38.68418502807617,75.7304458618164,88.27696228027344,98.55241394042969,114.02615356445312,6.356097221374512,17.665048599243164,36.523704528808594,43.400413513183594,59.14302062988281,86.42671966552734,14.204670906066895,21.33830451965332,46.364112854003906,86.47895050048828,105.08678436279297,124.65117645263672,9.871064186096191,22.738483428955078,47.639949798583984,59.40650177001953,73.865478515625,98.79161071777344,15.113405227661133,32.175262451171875,75.83535766601562,96.21932983398438,114.65380859375,104.89219665527344,23.73345947265625,44.418521881103516,89.06412506103516,93.52738952636719,103.02804565429688,138.3817138671875,10.645683288574219,24.972728729248047,45.11286163330078,52.29576110839844,65.26512908935547,73.3609848022461
10.0,0.00040768634879999994,36.492629614128774,31.20549072464221,11.366039276123047,20.669342041015625,33.111061096191406,35.54054260253906,40.20179748535156,50.88282012939453,7.753583908081055,17.679065704345703,30.577003479003906,36.674808502197266,51.403465270996094,79.2125015258789,5.503890037536621,12.59531021118164,30.706851959228516,40.01494216918945,53.095787048339844,68.07172393798828,12.043587684631348,30.180343627929688,66.336669921875,79.52000427246094,87.34581756591797,103.27706146240234,10.529932022094727,23.328577041625977,40.297767639160156,45.659873962402344,54.08628463745117,88.05226135253906,12.218931198120117,28.753583908081055,62.37294387817383,72.44932556152344,90.4217529296875,146.03250122070312,10.225741386413574,24.167377471923828,50.971378326416016,59.1661491394043,73.90853881835938,132.3717498779297,13.175321578979492,30.94158172607422,79.5064468383789,114.69400024414062,167.67776489257812,204.34674072265625,17.650562286376953,37.59169387817383,72.59232330322266,83.763427734375,90.56227111816406,102.40653228759766,6.181906700134277,17.487829208374023,36.43243408203125,43.01349639892578,58.305381774902344,84.50860595703125,13.984708786010742,20.54532241821289,45.211822509765625,84.31671905517578,101.88863372802734,121.1511001586914,9.684638977050781,22.333999633789062,47.49388122558594,59.47357177734375,73.71768188476562,99.08285522460938,14.357349395751953,31.269882202148438,75.77883911132812,96.64509582519531,115.82771301269531,104.03173065185547,20.609134674072266,42.50776672363281,88.1046371459961,93.1067123413086,101.11834716796875,134.77517700195312,10.504732131958008,24.704627990722656,44.06473922729492,51.7165641784668,65.04145812988281,73.49564361572266
